0,1,2,3,4,5,6,7,8
step,street_name,co,co2,noise,num_veh,ped,hc_emission,nox_emission
5,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
10,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
15,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
20,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
25,West 57th Street,164.7777777777778,2624.722222222222,55.94029853013065,1,(),0.8119444444444445,1.2044444444444444
30,West 57th Street,107.24383075012298,5584.2106757541105,66.66394736143873,1,(),0.620161256797668,2.3762627905113143
35,West 57th Street,0.0,0.0,60.212911106821075,1,(),0.0,0.0
40,West 57th Street,0.0,0.0,60.680117078154154,1,(),0.0,0.0
45,West 57th Street,0.0,0.0,58.98487985371554,1,(),0.0,0.0
50,West 57th Street,0.0,0.0,60.65848364027503,1,(),0.0,0.0
55,West 57th Street,31.707478969046118,2421.2790027800474,61.728796666652464,1,(),0.19748823054079348,0.8574894037546171
60,West 57th Street,30.444037821824942,2428.5531351950312,61.829116929535985,1,(),0.1919079198369432,0.8571963826024581
65,West 57th Street,0.0,0.0,61.039916063235815,1,(),0.0,0.0
70,West 57th Street,213.19897824504645,6095.5115875454285,64.1025857448787,2,(),1.1116047065009342,2.5440781442281484
75,West 57th Street,286.16154802011965,11500.273460905162,71.47394370578533,2,(),1.5769041769534708,5.028117801544919
80,West 57th Street,217.05537817560358,13818.348528111366,72.33934926650224,2,(),1.3176806551847708,5.862914979774844
85,West 57th Street,27.376337784870923,3522.5334328820986,66.28905732679843,2,(),0.2052805115262644,1.2964030923674403
90,West 57th Street,5.042093918484956,2385.864321333533,65.69738235296072,2,(),0.07530551907754517,0.7637467633359178
95,West 57th Street,3.450701576474857,2271.0884025092982,64.99177076123121,2,(),0.06519187224922401,0.7122264993495757
100,West 57th Street,12.75769924846475,2828.754555017637,65.44979355159352,2,(),0.12147586045733799,0.9678588209335457
105,West 57th Street,51.3216677327085,4185.578219600191,66.86226012916637,2,(),0.33065815576619906,1.6428435050460302
110,West 57th Street,220.89795410665494,7043.345448554719,66.69911284604609,3,(),1.1702455468487416,2.9572558004980216
115,West 57th Street,96.35426535792936,5756.490611222028,66.69431255071353,1,(),0.5747433154343305,2.420557819577045
120,West 57th Street,138.0151402701837,5452.8261924666285,68.84435299928155,2,(),0.7576344549466028,2.3884851460136938
125,West 57th Street,31.706839307470222,3268.4167011337486,65.34410829843529,2,(),0.21854924913338364,1.2078156414564156
130,West 57th Street,33.51345580011665,3046.1524572751423,65.30726583127833,2,(),0.22121921069903255,1.1219699823827332
135,West 57th Street,74.74655470953435,5562.783152952642,67.55305325113412,2,"('ped259',)",0.4716070970564795,2.2771763274140264
140,West 57th Street,0.0,0.0,64.06819596147893,2,"('ped259',)",0.0,0.0
145,West 57th Street,55.69164191780738,4207.226179806757,66.44366387462443,2,"('ped259',)",0.35107382587391545,1.6648179147099285
150,West 57th Street,40.32015385368427,3340.5784202138734,66.04586781407983,2,"('ped259',)",0.25953099723666767,1.2630421259831648
155,West 57th Street,0.0,0.0,62.70720343449569,1,"('ped259',)",0.0,0.0
160,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped259',)",0.0,0.0
165,West 57th Street,290.76235888052156,8513.903696190791,68.0988129713584,2,"('ped259',)",1.525206049405067,3.75380409826899
170,West 57th Street,160.04443494660904,9990.128779004981,70.11967582062977,2,"('ped259',)",0.9629029721918602,4.118611862522956
175,West 57th Street,88.33706774887769,7416.1764293578635,67.42720297313474,2,"('ped259',)",0.5726132718952895,2.8443469286201424
180,West 57th Street,89.98312704486632,7429.462077412348,67.3241618913045,2,"('ped259',)",0.5804998950447536,2.852502623590544
185,West 57th Street,0.0,0.0,65.48959004194859,2,"('ped259',)",0.0,0.0
190,West 57th Street,175.56763415839373,10029.318882226804,70.83411153180455,4,"('ped259',)",1.0346330328339137,4.176316159886273
195,West 57th Street,33.053884342294246,5152.519563176607,68.29474000981409,4,"('ped259',)",0.26460942095885737,1.7518062923558038
200,West 57th Street,38.75334869015473,2654.0356858739,66.14373972215914,4,"('ped259',)",0.23537278668385356,0.9731772198244248
205,West 57th Street,31.772286034876675,2475.156420457682,65.32662857891167,3,"('ped259',)",0.1991165211085854,0.8801630922166831
210,West 57th Street,35.33707353168871,2419.9989110945903,63.416468933982706,2,"('ped259',)",0.21401030364614343,0.8663372622118759
215,West 57th Street,31.325025303873044,2333.8904431264405,63.001852569276124,2,"('ped259',)",0.19358378515945845,0.8199473902290845
220,West 57th Street,190.5425188013837,6326.350354578139,67.51584211983133,3,"('ped259',)",1.0130416498874082,2.612593863712998
225,West 57th Street,43.98199710625603,3003.823571604621,65.67529426222943,3,"('ped259',)",0.26786266492992744,1.133108697694453
230,West 57th Street,0.0,0.0,63.97958426330969,3,"('ped259',)",0.0,0.0
235,West 57th Street,0.0,0.0,61.850382712648496,2,"('ped259',)",0.0,0.0
240,West 57th Street,0.0,0.0,63.38787438049464,2,"('ped259',)",0.0,0.0
245,West 57th Street,0.0,0.0,61.476680246840886,2,"('ped259',)",0.0,0.0
250,West 57th Street,29.249500784043136,20328.41466731694,76.33568691538169,3,"('ped259',)",0.0,180.93570744731383
255,West 57th Street,63.78098360464341,40177.02789447237,78.46779933184378,4,"('ped259',)",5.929300576513309,340.2226579361936
260,West 57th Street,72.24978629345318,49463.389645553165,79.49197749233564,4,"('ped259',)",7.439203060629107,399.2419113462046
265,West 57th Street,30.03870055504195,18556.396120021604,77.05150042256362,3,"('ped259',)",6.532915732050232,144.47409888893944
