node_id||type||coordinate||incoming_edge_id||outgoing_edge_id
2384399605||priority||(5423.4, 6222.45)||-335935797#1 229904064#63 335935797#0 ||-335935797#0 229904064#65 335935797#1 
3430331122||priority||(5367.7, 6252.8)||-335935797#0 ||335935797#0 378359711 
3430331121||priority||(5305.04, 6285.83)||335935798#1 378359711 ||-335935798#1 
cluster_3817756013_42436590||traffic_light||(5236.4, 6323.15)||-335935798#1 195745915#0 378363224#19 420872186 ||335935798#1 378363224#20 420872181 
cluster_589099734_589099881||traffic_light||(5996.88, 6987.15)||-34769546#0 169383518#2 381480256#6 ||-381480256#6 34769546#0 46201645#0 
42428283||traffic_light||(4684.1, 8150.87)||-616683717 35027229 5673323#1 ||-35027229 5673323#2 616683717 
3569852194||priority||(5451.43, 4198.24)||351233495#1 ||-351233495#1 
cluster_3569852193_3783088891_42453365_4300992075||traffic_light||(5519.15, 4171.82)||-351233495#1 32972072#2 385103140#0 430829660#8 ||32972072#3 351233495#1 385103140#1 430829660#9 5673198#2 
889585115||priority||(2119.32, 3161.8)||-351638330#1 351638330#3 ||-351638330#0 161604655#0 351638330#1 
889584998||priority||(2122.23, 3172.38)||-351638330#2 351638330#1 ||-351638330#1 161604656#0 351638330#2 
3574648573||priority||(2353.69, 2795.18)||-351656332#0 351656331 ||-351656331 351656333 
4149947889||priority||(2338.56, 2627.17)||-351656331 46116180#0 ||351656331 46116180#1 
4876524530||priority||(2304.0, 2812.7)||-351656332#1 351656333 495933375#4 ||-351656332#0 351656332#1 495933375#5 
3574648569||priority||(2289.19, 2813.61)||351656332#1 5672244#0 ||-351656332#1 5672244#1 
3584752291||priority||(3955.73, 5446.05)||-352705236#1 352705236#0 431040824#0 ||-352705236#0 352705236#1 431040824#1 
cluster_3584752273_3584752276_3584752292_42433298||traffic_light||(3964.61, 5440.76)||-352705236#0 352705242#0 431040814#0 431040815#0 5671743#4 ||352705236#0 352705242#1 431040814#1 431040815#1 5670172#1 5672896#1 
3584752506||priority||(3850.84, 5512.25)||-352705236#2 352705236#1 352705240#0 ||-352705236#1 352705236#2 352705240#1 
cluster_3584752508_3584752516||traffic_light||(3844.96, 5520.11)||352705236#2 431040822#0 68674966#0 ||-352705236#2 24264070#0 431040822#1 
cluster_42456205_4745686172_4745686174||priority||(3943.7, 5270.59)||-352705238#3 352705238#0 481655967 481655968 ||-352705238#0 352705238#3 5672873#0 
cluster_3584752195_3584752198_3584752200_42433587||traffic_light||(3880.72, 5313.54)||-352705238#0 197582873#1 431040797#0 431040799#0 431040823#0 5672040#10 ||352705238#0 431040797#1 431040799#1 431040823#1 5671743#1 
cluster_42449580_4745685357||priority||(4006.63, 5227.45)||-352705238#4 25199883#2 352705238#3 481655769 ||-352705238#3 25199883#4 352705238#4 
42428460||traffic_light||(4076.99, 5186.44)||352705238#4 464522037#3 ||-352705238#4 464522037#4 5673093#0 
3594896439||priority||(2442.8, 3585.07)||222299273#2 353672570 ||-353672570 222299273#3 
3594896445||priority||(2459.87, 3684.53)||-353672570 222299273#1 ||222299273#2 353672570 
1728266928||right_before_left||(5751.43, 6115.07)||-354393802#1 160801660#2 354393802#2 ||-354393802#0 -354393802#2 354393802#1 
cluster_1728266957_1728266963_42458017_4401241767_4401241777||priority||(5740.29, 6122.28)||-354393802#0 -442439747#2 -47796678 46201651#0 499334654#3 ||-46201651#0 160801660#2 442439747#2 47796678 499334654#5 
4301308525||priority||(5515.04, 4302.99)||-361075845#1 361075845#0 430868648#1 ||-361075845#0 361075845#1 
3884582044||priority||(5469.49, 4248.82)||-361075845#0 397044787 ||361075845#0 
3998741455||right_before_left||(5588.0, 4263.92)||-361075845#2 361075845#1 ||-361075845#1 361075845#2 385103145#0 
cluster_3655974176_3783088913||priority||(5569.45, 4194.61)||32935551#1 361075845#2 385103134#3 ||-361075845#2 32935551#2 385103134#4 
3658821414||priority||(3041.53, 3297.96)||-361401709 -46160153#1 46160153#0 ||-46160153#0 361401709 46160153#1 
4501160127||priority||(5202.87, 3432.28)||-361442184#1 361442184#0 453374933 ||-361442184#0 361442184#1 
3659164543||priority||(5214.98, 3322.66)||-361442184#0 5673073#7 ||361442184#0 5673073#8 
42432451||traffic_light||(5683.18, 7611.52)||-36271338#1 458166897#5 5670106#6 ||36271338#0 458166897#6 
4556126016||priority||(5791.75, 7552.96)||-36271338#4 36271338#3 459887831 ||-36271338#3 36271338#4 
cluster_4556120771_4556120772||priority||(5829.43, 7532.64)||-36271338#6 -459887200 -459887201 36271338#4 ||-36271338#4 36271338#6 459887200 459887201 
42432464||traffic_light||(5870.73, 7510.36)||-420901673 -46469723 36271338#6 420901680#1 ||-36271338#6 -420901671 420901672 46469723 
5496610253||right_before_left||(4675.25, 3127.56)||-364262732#1 364262732#0 572085024 ||-364262732#0 -572085024 364262732#1 
3683163342||priority||(4611.98, 3152.33)||-364262732#0 ||364262732#0 
5458548435||right_before_left||(4697.89, 3130.31)||-364262732#2 364262732#1 566928442 ||-364262732#1 -566928442 364262732#2 
5458548432||right_before_left||(4742.11, 3136.89)||-364262732#3 -566928442 364262732#2 ||-364262732#2 364262732#3 566928442 
5458548431||right_before_left||(4757.9, 3139.24)||-364262732#4 364262732#3 566928439#1 ||-364262732#3 -566928439#1 364262732#4 
5515623980||priority||(4807.73, 3207.89)||-364262732#5 -442439749#24 364262732#4 442439749#23 ||-364262732#4 -442439749#23 364262732#5 442439749#24 
3683163348||priority||(4806.12, 3215.11)||-46334605#8 364262732#5 46334605#7 ||-364262732#5 -46334605#7 46334605#8 
593915309||priority||(3564.86, 8545.58)||-36801165#1 36801165#0 ||-36801165#0 36801165#1 46432185#0 
593839894||priority||(3578.34, 8568.89)||-36801165#0 ||36801165#0 
42430651||traffic_light||(3538.43, 8498.32)||-36801165#2 36801165#1 ||-36801165#1 36801165#2 46481741 
42430646||traffic_light||(3501.32, 8429.42)||-460589632 36801165#2 36806679#2 46481742 ||-36801165#2 460589632 
cluster_2295332121_42437663||traffic_light||(3875.33, 7956.87)||-583020573#1 36806903 420901922 475123131#36 ||-36806903 194926856 475123131#38 583020573#1 
427851440||priority||(3991.45, 8446.56)||36807212 36807214 ||-36807212 36807211 
593984837||priority||(4123.47, 8396.1)||-36807212 ||36807212 
477284535||priority||(4132.31, 8412.46)||36836395 ||-36836395 
428219616||priority||(4039.68, 8466.57)||-36836395 ||36836395 
3834459529||priority||(5913.61, 7130.08)||-368938760#0 -380098433#1 229904064#95 5671719#3 ||368938760#0 380098433#0 
cluster_3569749093_3569749094_3569749095_3834459547_42454010_42454012||traffic_light||(5959.2, 7195.94)||-628093103#1 362783339#0 362786545#0 362786545#2 368938762#0 380098433#2 385001975#1 453367786#4 ||-368938762#0 -380098433#2 362783339#1 362786545#1 368938761#1 380098434#0 385001975#2 430387231#1 628093103#1 
42422899||traffic_light||(5923.59, 7124.63)||-368938762#0 420872177 5671719#2 ||-420872177 368938762#0 5671719#3 
42440347||priority||(3155.07, 2841.72)||-370169932#2 -38605246 370169932#0 5670877#5 ||-370169932#1 370169932#2 38605246 
4015192929||priority||(3252.02, 2892.67)||-370169932#1 -46154330#2 40956096 46154330#1 ||-46154330#1 370169932#0 46154330#2 
42429353||priority||(3115.68, 2821.07)||-480682395 370169932#2 480682394#1 ||-370169932#2 480682395 
3747282386||priority||(4525.06, 7104.68)||371124205 46581216#2 ||-371124205 46581216#3 
3747282387||priority||(4476.67, 7130.08)||-371124205 ||371124205 
42434401||priority||(2457.98, 3120.93)||374421069 570831581 ||-374421069 -570831581 
3772840882||priority||(2442.32, 3068.86)||-374421069 -413051876#2 373857803 413051876#1 ||-413051876#1 374421069 413051876#2 
4599496692||priority||(4193.86, 7625.44)||-464902520 376545878 464902524#3 ||-376545878 464902520 464902524#4 
3799572065||priority||(4219.3, 7671.76)||-376545878 -5671440#0 464902524#4 492489888 ||376545878 464902524#5 5671440#0 
3815141534||right_before_left||(3363.68, 2916.44)||-567390803#1 378099316#1 567390803#0 ||-378099316#1 -567390803#0 567390803#1 
cluster_5362215919_5362215920||priority||(3349.17, 2936.59)||-378099316#1 -438366913#3 438366913#2 555830752#0 ||-438366913#2 378099316#1 438366913#3 555830752#1 
2183010557||priority||(2645.11, 2521.15)||-37890350#1 208003708 37890350#0 ||-37890350#0 37890350#1 
42431871||priority||(2645.21, 2540.21)||-37890350#2 37890350#1 5670108 ||-37890350#1 37890350#2 
42431868||traffic_light||(2645.45, 2569.95)||-388281632 -388281633#0 37890350#2 ||-37890350#2 388281632 388281633#0 5670047#0 
3948578145||right_before_left||(5977.96, 7058.11)||-379641300#1 -391634320 379641300#0 ||-379641300#0 379641300#1 391634320 
3829688391||priority||(5956.83, 7019.26)||-379641300#0 -381480256#6 381480256#5 ||-381480256#5 379641300#0 381480256#6 
3829688390||priority||(5993.36, 7086.42)||379641300#1 5671719#0 ||-379641300#1 5671719#1 
3830786443||priority||(6033.28, 8007.19)||379749110 ||-379749110 
3830786441||priority||(6019.99, 7981.87)||-379749110 5673063#3 ||379749110 5673063#4 
cluster_5278263670_5278266721||priority||(5358.5, 6435.37)||-546173054 -546173266 -619277987#1 380096992#1 ||-380096992#1 546173054 546173266 619277987#1 
cluster_3817756018_42429900||traffic_light||(5309.88, 6461.26)||-380096992#1 378363224#17 420872191 597821267#3 ||-597821267#3 378363224#18 380096992#1 420872193#0 
3946506161||traffic_light||(5947.18, 7191.96)||-380098433#2 362786545#1 380098433#0 ||-380098433#1 362786545#2 380098433#2 
42449685||traffic_light||(5534.66, 7335.2)||380147339 587038101 ||-380147339 458166897#0 46469720#0 
3834921106||priority||(5582.79, 7309.97)||-380147339 380147585 5669577 ||-380147585 380147339 
1701844605||priority||(5593.62, 7303.97)||-380147585 380147584 46469721 ||380147585 
3841254263||priority||(5373.28, 6963.34)||-385668565#7 380817543 385668565#5 ||-380817543 -385668565#6 385668565#7 
3841254274||priority||(5358.34, 6934.62)||-380817543 ||380817543 
3841324404||priority||(5419.12, 7026.26)||380823793 540356239#0 ||-380823793 540356239#1 
3841324403||priority||(5412.54, 7014.09)||-380823793 ||380823793 
3842775641||right_before_left||(5536.54, 7881.7)||-380991634#1 -380991638 5673480 ||-380991634#0 380991634#1 380991638 
42444047||priority||(5613.45, 8022.89)||-380991634#0 458177131#0 ||458177131#1 5673480 
3842775640||right_before_left||(5521.23, 7852.67)||380991634#1 380991635 ||-380991634#1 
3842775631||priority||(5551.29, 7874.16)||380991638 ||-380991638 
42449689||traffic_light||(5794.21, 7194.52)||-46201642#1 368938760#1 381477004#0 ||-381477004#1 -420872210 46139020 46201642#0 
42454006||traffic_light||(5831.35, 7263.94)||-381477004#1 453367786#0 46139021 ||-46139021 381477004#0 453367786#1 
42426816||traffic_light||(5606.18, 7295.86)||157964813 381477008#0 ||-381477008#1 46469721 5673626#0 
cluster_3904954788_42442918_4259278548_4540059459_593886228||traffic_light||(5722.3, 7227.14)||-381477008#1 420901683#0 46201642#0 ||-420901683#1 -46201642#1 378363533#0 381477008#0 387170713 457948937 46469729#1 
5130933118||priority||(5873.71, 7063.79)||-381480256#1 381480256#0 527855920 ||-381480256#0 381480256#1 
3846857066||priority||(5754.9, 7127.45)||-381480256#0 46334595#1 ||381480256#0 
3948577929||priority||(5934.14, 7031.42)||-381480256#5 381480256#4 ||-381480256#4 381480256#5 391634112 
3847026393||priority||(5183.8, 7154.01)||381500063 540356239#5 ||-381500063 540356239#6 
3847026390||priority||(5179.25, 7145.55)||-381500063 381500065 ||-381500065 381500063 
3847026392||priority||(5150.79, 7092.71)||-381500065 381500066 ||-381500066 381500065 
3847026391||priority||(5147.21, 7086.05)||-381500066 -385668565#1 385668565#0 ||-385668565#0 381500066 385668565#1 
cluster_4528918675_588455703||priority||(4085.59, 3777.08)||-38254494 -625602912 352441102#0 531511301#1 ||38254494 531511301#2 625602912 
3871072000||priority||(5735.56, 6799.91)||-383790596 229904064#82 383790595#0 ||-383790595#0 229904064#83 383790595#1 
3871072003||priority||(5716.07, 6810.5)||383790595#1 ||-383790596 
cluster_246580797_3874681611_42427494||traffic_light||(2862.3, 7600.98)||22903913#1 22916319#1 384177100 420908134 495508538#0 ||-384177100 -420908136#0 194923803 194923805#0 495508538#1 
5545401589||priority||(3463.69, 7182.65)||-384178812#1 384178812#0 460069726#13 ||-384178812#0 384178812#1 460069726#15 
4890040965||right_before_left||(3601.49, 7108.54)||-384178812#2 384178812#1 ||-384178812#1 259744859 384178812#2 
42435624||traffic_light||(3698.13, 7056.5)||-420598407 384178812#2 420598339 ||-384178812#2 420598366#0 420598407 
561042190||traffic_light||(5134.35, 7276.5)||-420904658 384178814 68674968#4 ||-384178814 420904658 68674965 
3786901743||traffic_light||(5149.85, 7268.13)||-384178814 5673380#2 571651963 ||-571651963 384178814 573476360 68674961#0 
cluster_42454600_5105692797||traffic_light||(2936.47, 2539.08)||-496989959 -5672499 384178817#0 ||-384178817#0 496989959 524699985 5672499 
cluster_42453902_4561414146_4561414164||traffic_light||(3000.53, 2593.8)||-384178817#0 -524610938#1 371715446#2 447018423#2 460496541 524610937#0 ||-447018423#2 -524610937#0 384178817#0 524610938#1 
42428248||priority||(4585.77, 7572.58)||-384649121#1 439933937 496982023#0 ||-384649121#0 35027224 384649121#1 
cluster_3857334397_3857343080_42430304||traffic_light||(4602.6, 7567.21)||382532143#0 382532147#0 384649121#1 439933932#1 5670600 ||-384649121#1 -496982022#0 382532143#1 382532147#1 496983397#1 
4011390051||right_before_left||(5770.6, 7661.21)||-384826723#0 420356169#0 ||-420356169#0 398375603 420356169#1 
cluster_4011396500_4011396502_4011396596_42442937||traffic_light||(5913.9, 7583.81)||-384826723#6 -420901671 384826723#1 398376158#0 398379297 398379303 420901682#0 ||-384826723#2 -420901677#0 384826723#4 398376158#1 420901680#1 
248708582||priority||(6124.78, 7471.57)||384826723#4 ||-384826723#6 
3884569928||right_before_left||(3850.08, 3152.94)||-385101423#2 385101423#1 ||-385101423#1 385101415 385101423#2 
cluster_4158680481_4382842415_4382842417_5708198393||traffic_light||(3907.63, 3163.1)||-385101423#1 394355341#0 451954045#5 496947098#0 496947102#0 5670536#12 ||385101423#1 394355341#1 46224832#1 496947098#1 496947102#1 
3884569927||priority||(3843.82, 3151.62)||385101414 385101423#2 ||-385101423#2 
42446934||traffic_light||(5203.76, 7055.8)||-385668565#2 385668565#1 458166896#1 ||-385668565#1 385668565#2 458166896#2 
4166338962||priority||(5293.53, 7006.62)||-385668565#4 385668565#2 415619451 ||-385668565#2 -415619451 385668565#3 
42449314||traffic_light||(5340.4, 6980.96)||-385668565#6 385668565#3 388240124#18 ||-385668565#4 385668565#5 388240124#21 
5227014112||priority||(5492.69, 6899.4)||-385668565#8 385668565#7 540259448 ||-385668565#7 -540259448 385668565#8 
cluster_3817760024_3817760034_42442910||traffic_light||(5529.9, 6879.82)||118400729#5 378363529#1 378363534#1 385668565#8 ||-385668565#8 118400729#8 378363532 
42440350||traffic_light||(3196.38, 2782.96)||-496978218 -525658419 38605246 496978219 ||-38605246 -496978219 496978218 525658419 
42440353||priority||(3234.36, 2733.82)||-38605247 496978218 5672090#1 ||-496978218 38605247 38605248 
3903014640||priority||(5109.09, 6658.67)||386951769 5672487#3 ||-386951769 5672487#5 
3903014639||priority||(5070.37, 6590.52)||-386951769 -428569470#5 428569470#2 ||-428569470#3 386951769 428569470#4 
42430848||priority||(3183.25, 3066.54)||-536917120 388167519 480682392#2 53189829#2 ||-388167519 -480682392#2 536917120 
42429504||right_before_left||(2859.14, 2608.12)||388281629 5671008 ||-388281629 -5671008 388281630#0 5669815#0 
42437536||right_before_left||(2777.57, 2588.88)||-388281629 388281632 5670584#3 5671615#1 ||-388281632 388281629 388281631#0 
42442088||right_before_left||(2554.46, 2571.17)||-388281633#1 388281633#0 ||-388281633#0 388281633#1 5670108 5672366#0 
42428529||right_before_left||(2496.11, 2574.28)||-5669745#2 388281633#1 5669745#1 ||-388281633#1 -5669745#1 5669745#2 
42457292||priority||(3355.25, 2875.52)||-388284037#1 388284037#0 5673071 ||-388284037#0 388284037#1 46154300#0 
42452620||priority||(3386.58, 2825.36)||-388284037#0 46154332#2 5672080 5673035 ||-5673035 388284037#0 
cluster_42444271_5362212151_5362212156||traffic_light||(3329.42, 2917.22)||-525038147#0 388284037#1 438366913#3 555830748#0 555830749#0 ||-388284037#1 -438366913#3 525038147#0 555830748#1 555830749#1 
cluster_272195270_272195277_4143875743_4742692786_4742692787||traffic_light||(2925.9, 3349.98)||-388318981#1 -46116329#1 420888149 496162961#0 496162987#0 496162989#0 496162995#0 587038049#1 ||-587038049#1 388318981#1 46116329#1 496162961#1 496162987#1 496162989#1 496162995#1 
42435451||traffic_light||(3725.28, 3928.6)||-438901171#0 388695705 5670366#2 591772211 ||-388695705 438901171#0 5670366#3 
42432246||traffic_light||(3796.01, 3896.89)||-388695705 420358888#1 5670092#13 ||-420358887 388695705 5670092#14 
3934635614||priority||(5346.65, 7182.08)||390311234 ||-390311234 
3934635613||priority||(5338.48, 7166.41)||-390311234 -542096278#2 452617302 542096278#0 ||-542096278#1 390311234 542096278#2 
272194946||right_before_left||(3078.78, 3415.22)||-482026799 5669826#1 ||-391062195#0 25026345 391062195#1 
cluster_2821304146_4452680808||priority||(3129.56, 3372.87)||-391062195#0 165733924 496162955#3 507432922 ||420888147 496162981#0 5669826#1 
3948578147||priority||(5970.37, 7062.12)||391634320 ||-391634320 
3976829276||priority||(5816.56, 8018.29)||394715087 ||-394715085 
3976829278||priority||(5810.38, 8006.73)||-394715085 420496090#0 ||394715087 420496090#1 
3683162987||traffic_light||(4696.86, 3716.31)||-39662323#1 364262680#1 39662323#0 ||-39662323#0 39662323#1 
42433551||traffic_light||(4692.29, 3628.4)||-39662323#0 -39956203#0 450896752 560788342#2 ||-560788342#2 39662323#0 39956203#0 
cluster_42440408_4646776167_5804835262_5804835266_5829462290||traffic_light||(4728.67, 3812.19)||-420354365#1 39662323#1 46201679#4 613508221#0 613508231#0 613508236#0 613508240#0 ||-39662323#1 -46201679#4 347311224#1 420354365#1 613508221#1 613508231#1 613508236#1 613508240#1 
42439984||traffic_light||(4735.66, 8405.7)||-397795464#1 226041027#1 397795464#0 ||-397795464#0 226041027#3 397795464#1 
42428297||traffic_light||(4775.33, 8475.32)||-397795464#0 46522008#0 ||397795464#0 46522008#1 
42439981||traffic_light||(4698.9, 8335.29)||-569345544 226041025#2 397795464#1 ||-397795464#1 569345543 569345544 
4301308520||priority||(5437.12, 4337.88)||-397839400#2 397839400#1 430868626 ||-397839400#1 397839400#2 
cluster_3783071220_3783071232_3783071243_3783073217_3783073271_3783073288_42449874_42453613||traffic_light||(5396.75, 4260.97)||-397839400#1 32935551#4 374925004#3 374925009 374925028#0 374925031#0 374925031#3 385103138#0 420629930#1 46349386#3 ||-46349386#3 194923766#1 32972072#1 374925004#1 374925004#4 374925028#1 374925031#1 374925031#4 385103138#1 397839400#1 
42437354||right_before_left||(5439.92, 4343.09)||-397839400#3 397839400#2 ||-397839400#2 397839400#3 5670560 
4301308490||priority||(5443.86, 4350.33)||-397839400#4 397839400#3 430868629 ||-397839400#3 397839400#4 
cluster_42455396_4301308542||traffic_light||(5475.17, 4407.91)||-397839400#6 397839400#4 430868630 479642042#5 ||-397839400#4 397839400#6 
4301308557||priority||(5481.03, 4418.78)||-397839400#7 397839400#6 430868651 ||-397839400#6 397839400#7 
42453160||priority||(5513.1, 4478.39)||-397839400#8 -430868628#0 397839400#7 ||-397839400#7 397839400#8 430868628#0 46608204 
42433553||right_before_left||(4847.52, 3646.88)||-39956203#2 39956203#1 ||-39956203#1 39956203#2 5670711 
cluster_42433554_5804713750||traffic_light||(4898.85, 3648.55)||-39956203#3 -5670574#2 39956203#2 5670574#0 613493217#2 ||-39956203#2 -5670574#0 39956203#3 5670574#2 
5804713722||priority||(4916.09, 3655.04)||-39956203#4 39956203#3 613493215#0 ||-39956203#3 39956203#4 613493215#1 
cluster_5481948052_5804713761||priority||(4936.9, 3662.87)||-39956203#5 -570165766#1 39956203#4 613493177#0 ||-39956203#4 39956203#5 570165766#1 613493177#1 
42433555||right_before_left||(5025.26, 3668.04)||39956203#5 46348783#1 ||-39956203#5 5670191#0 
4024169245||priority||(2528.03, 2265.96)||-47796396#0 226193924#2 399719631 ||-399719632#0 399719632#1 399719635#0 
5159453779||right_before_left||(4137.14, 4044.43)||-420354363 40709929#1 ||-40709929#1 40709929#2 457937096 
cluster_42452067_4539951606||traffic_light||(4128.87, 4047.68)||-40709929#1 -454031476#0 -457937095#0 439842831#4 456635296#1 464964299 ||-456635296#1 -464964299 40709929#1 454031476#0 457937095#0 
cluster_42432088_5377706587||priority||(5201.3, 3751.27)||-40879212#2 40879212#0 5671343#1 ||-40879212#0 40879212#2 557625465 5671343#2 
42432089||priority||(5055.97, 3806.61)||-40879212#0 5671404#2 ||40879212#0 5673299#0 
cluster_42432190_5377706589||priority||(5270.01, 3725.5)||-5670086 -605659021 40879212#2 613493189 ||-40879212#2 5670086 5672275 
42452556||right_before_left||(4112.84, 3153.15)||-40879216#0 5673077#2 ||40879216#0 5672060 
42448593||traffic_light||(3141.4, 3175.74)||-5673038 388167518 40879221 ||-40879221 46160250 5673038 
42457311||traffic_light||(3207.54, 3094.67)||-40879221 -480682392#2 480682392#1 ||-480682392#1 40879221 480682392#2 
5708122953||priority||(3328.23, 3448.79)||-600222727#0 410300727#1 410302891#0 ||-410302891#0 410300727#2 410302891#1 
4121338429||priority||(3345.24, 3439.6)||-410302891#0 109330331#0 ||109330331#1 410302891#0 
cluster_42423514_42424630||priority||(2999.99, 4734.84)||412549267 46116403 463035747 5669205#1 5669322#2 5669348#1 ||-412549267 -46116403 22946628 
4139510041||priority||(3046.29, 4663.22)||-412549267 46116390#2 ||412549267 46116390#3 
4143765783||priority||(2616.6, 3458.99)||-413045905 ||413045905 462421592 
4143824664||priority||(2383.45, 3101.24)||-413051876#1 413051876#0 614573612#7 ||-413051876#0 413051876#1 614854302#1 
42437396||traffic_light||(2370.89, 3103.74)||-413051876#0 -438363728 438363729#3 ||413051876#0 413052676#0 438363728 
42436187||traffic_light||(2511.15, 3031.15)||129834316#4 413051876#2 ||-413051876#2 129834316#5 
4143838197||priority||(2533.05, 3596.36)||413052855 ||-413052855 
4143838198||priority||(2549.89, 3692.48)||-413052855 -46165812#1 46165812#0 ||-46165812#0 413052855 46165812#1 
42444353||traffic_light||(2403.76, 2363.04)||-413212450#1 421831216#2 515879040#1 ||-413212450#0 -515879040#1 413212450#1 
3754543920||right_before_left||(2443.46, 2296.45)||-413212450#0 421831216#1 ||-421831216#1 371906386 421831216#2 
cluster_42444479_5037087618||traffic_light||(2400.58, 2414.91)||-413212450#2 -515879032#0 413212450#1 495933495#1 ||-413212450#1 413212450#2 495933495#2 515879032#0 
479847979||right_before_left||(3413.87, 3141.4)||-414743582#1 414743582#0 ||-414743582#0 39956202#0 414743582#1 
4158673495||priority||(3350.78, 3205.34)||-414743582#0 524363437#2 ||414743429#0 414743582#0 
5708198388||priority||(3911.09, 3115.24)||-414744167#1 414744167#0 440542780#1 ||-414744167#0 414744167#1 440542780#2 
5639814879||priority||(3919.79, 3117.1)||-414744167#0 46224832#1 ||414744167#0 46224832#2 
3884569922||priority||(3861.14, 3104.27)||-414744167#2 385101415 414744167#1 ||-414744167#1 414744167#2 
3884569920||right_before_left||(3827.9, 3096.96)||-414744167#3 414744167#2 ||-414744167#2 385101417 414744167#3 
3884569923||priority||(3772.47, 3134.35)||-414744167#4 414744167#3 440542778 ||-414744167#3 385101413#0 414744167#4 
1541937990||priority||(3757.11, 3200.09)||-414744167#6 140812548#4 414744167#5 ||-414744167#5 414744167#6 
42433308||right_before_left||(3746.45, 3250.67)||-414744167#7 414744167#6 ||-414744167#6 140812529#0 414744167#7 
3884569942||priority||(3820.86, 3279.24)||-414744167#8 385101413#1 414744167#7 ||-414744167#7 385101413#2 414744167#8 
1541937926||priority||(3874.1, 3290.98)||-414744167#9 414744167#8 496947103#0 ||-414744167#8 414744167#9 496947103#1 
cluster_3884569945_42433302_4885959785||traffic_light||(3884.45, 3293.47)||385101416#0 414744167#9 496947104#0 5670536#9 ||-414744167#9 385101416#1 496947104#1 5670536#12 5671584#0 
cluster_3884569946_3884569947_42437749||traffic_light||(3629.47, 3331.66)||-414750044#0 -42786502#0 385101422#0 414747620#0 496175212#0 5671717#1 ||-414747620#0 -5671717#1 385101422#1 414750044#0 42786502#0 496175212#1 
4158760599||right_before_left||(3608.43, 3332.73)||-414747620#0 414750042#1 ||414747620#0 
4499408165||priority||(3531.85, 3454.06)||-414749642#2 414749642#1 496947719 ||-414749642#1 394355334#1 414749642#2 
cluster_1773055860_4158786456_4158786461_42443832_4499408166_4499408167||priority||(3538.89, 3473.61)||-414749642#1 -630828598 414749641#0 46116332#1 496946456#0 5671212#6 ||-5671212#6 414747621 414749642#1 496946456#2 586350562#1 586350564#1 
4158786454||priority||(3534.81, 3343.73)||414749642#2 ||-414749642#2 
5610913635||right_before_left||(3347.52, 3369.99)||-414750043#0 -546613473#1 25564312 ||-546613473#0 414750043#0 546613473#1 
1541937951||priority||(3652.93, 3338.55)||-414750044#1 385101420#0 414750044#0 ||-414750044#0 385101420#1 414750044#1 
1541937939||priority||(3718.71, 3347.2)||-414750044#2 385101425#0 414750044#1 ||-414750044#1 385101425#1 414750044#2 
2496639020||priority||(3965.49, 3384.46)||-414750044#11 242114296 414750044#10 ||-414750044#10 242114297 414750044#11 
4382842420||priority||(3877.77, 3373.63)||-414750044#10 394355336#0 414750044#9 ||-414750044#9 394355336#1 414750044#10 
42437755||traffic_light||(4088.14, 3399.61)||-414750044#12 414750044#11 5672911#1 ||-414750044#11 414750044#12 5672911#2 
496707003||priority||(4139.58, 3405.96)||-414750044#14 -46154294 40837875 414750044#13 ||-414750044#13 414750044#14 46154294 
cluster_3884569949_42437753||traffic_light||(3725.71, 3348.12)||-414750044#4 385101427#0 414750044#2 5670832#2 ||-414750044#2 385101427#1 414750044#4 
1541937980||priority||(3792.12, 3356.85)||-414750044#5 385101421#0 414750044#4 ||-414750044#4 385101421#1 414750044#5 
cluster_1541937912_1541937953_42431992||traffic_light||(3801.84, 3361.95)||-414750044#7 140812519#0 140812560#0 414750044#5 ||-414750044#5 140812519#1 140812560#1 414750044#7 5670058#1 
4382842419||priority||(3863.09, 3370.39)||-414750044#8 414750044#7 496175203#0 ||-414750044#7 414750044#8 496175203#1 
cluster_4158807591_42437124||traffic_light||(3870.21, 3366.76)||-414750044#9 414750044#8 496175213#0 5670536#7 ||-414750044#8 414750044#9 496175213#1 5670536#9 
4158810003||priority||(3745.71, 3515.22)||-414751458#1 414751458#0 496945075#0 ||-414751458#0 414751458#1 496945075#1 
4158807592||priority||(3756.88, 3503.98)||-414751458#0 42786502#5 5670058#3 ||-42786502#5 414751458#0 
588455743||traffic_light||(3737.78, 3521.66)||-438901945 414751458#1 453143511#1 ||-414751458#1 196116989#0 438901945 
4618691814||priority||(3710.93, 3537.98)||-414751576#1 394355324#0 414751576#0 ||-414751576#0 394355324#1 414751576#1 
1773055865||traffic_light||(3724.96, 3529.45)||-414751576#0 222299242#1 438901945 5670092#18 ||-438901945 414751576#0 46116332#0 
42425955||traffic_light||(3571.52, 3622.56)||-414751576#5 414751576#4 ||-414751576#4 414751576#5 5672410 
1251908577||priority||(3563.15, 3627.64)||-414751576#6 109330346#1 414751576#5 ||-414751576#5 414751576#6 
4878851617||right_before_left||(3438.12, 3703.46)||-414751576#7 414751576#6 ||-414751576#6 414751576#7 496162990 
4166338961||priority||(5286.52, 6993.27)||-415619451 ||415619451 
3234449577||traffic_light||(4865.87, 3759.8)||-420354360#0 420354364#0 613508234#0 ||-420354364#0 420354364#1 613508234#1 
