node_id||type||coordinate||incoming_edge_id||outgoing_edge_id
42436770||traffic_light||(3274.4, 4626.29)||25199870#5 5671291#0 ||25199870#6 5671291#1 
42436763||right_before_left||(3224.16, 4547.2)||25199870#6 539024459#5 ||439933949#0 539024459#6 
42449589||priority||(4158.94, 5469.62)||5673089#2 ||25199883#0 5673089#3 
42433292||right_before_left||(4090.87, 5360.46)||25199883#0 5670172#2 ||25199883#1 5670172#3 
42449582||right_before_left||(4050.81, 5296.49)||25199883#1 5672910#0 ||25199883#2 5672910#1 
42440545||traffic_light||(3964.68, 5162.02)||25199883#4 5670897#0 ||25199883#5 5670897#1 
5829827213||priority||(3805.08, 4909.61)||25199883#6 616656202#0 ||25199883#7 616656202#1 
42422270||priority||(3418.03, 2740.97)||32934355 ||25561915 32935107 
278608420||priority||(3614.13, 2925.04)||25561915 ||25564137 46224850 
588455738||priority||(3599.63, 3050.97)||25562074#1 ||25561967 25562074#2 
278608571||priority||(3630.61, 2958.05)||25561967 ||32922458 
486819534||priority||(3351.3, 3262.39)||432550259#1 ||25562077 46116316 
278638234||priority||(3381.0, 3321.81)||25562077 ||25564255 533472710 
278609863||priority||(3539.09, 3090.67)||25562079#1 25562090#1 ||25562090#2 
3898690197||priority||(3499.24, 3096.74)||25562090#0 496944690#2 ||25562090#1 496944683#1 
278608718||priority||(3602.42, 2978.58)||25562090#2 533472710 ||46224855 
3898690196||priority||(3485.21, 3072.01)||25564137 496944690#1 ||46154297#1 496944690#2 
278641497||priority||(3173.98, 3352.19)||520532096#1 ||25564482 5671593 
cluster_1272562931_2821304145_2821321590_3942249544_3942249552||traffic_light||(3098.03, 3346.48)||420888147 496162965#0 496162971#0 5671587#1 ||25564540 455501328#1 494221658#1 496162965#2 496162971#1 520532096#0 
cluster_42430143_4890320280_4890320316||traffic_light||(3196.05, 4650.45)||497473869#0 539024460#6 5671291#2 ||256902825#0 256902826#1 497473869#2 5670814#1 
4890320283||priority||(3181.0, 4646.43)||256902825#0 497473870#0 ||256902825#1 497473870#1 
4890633697||priority||(3093.39, 4657.98)||256902825#1 497505041#0 ||256902825#2 497505041#1 
42423456||traffic_light||(3081.16, 4662.11)||256902825#2 46139033#2 466956272#2 ||421832644#0 5669205#0 
cluster_3546151527_42430108_42430147_42432127_4890320282_4890320289_4890320291_4890320319_5216470312_5708230097||traffic_light||(3213.01, 4704.96)||256902826#1 348488662#1 46350710#2 497473854#0 497473856#0 497473862#1 497473866#0 497473866#2 497473868#0 497473873#0 5670814#2 ||256902826#4 348488665#5 497473854#1 497473856#1 497473862#2 497473866#1 497473866#3 497473868#1 497473873#1 5670814#4 
42430151||traffic_light||(3233.07, 4783.77)||256902826#4 497473852#0 ||256902826#5 497473852#1 
cluster_4145586915_4145586934_4145586936_42436202||priority||(2408.18, 2708.24)||256902827#1 420788288#0 538080002#3 5672146#2 ||420788288#1 538080002#6 5672973#0 
42424354||priority||(2963.93, 4330.71)||541059722 ||256902828 46116441 
42424382||priority||(3016.49, 4376.96)||256902828 ||46156708#0 
cluster_3567807957_3788379723||traffic_light||(3043.66, 4364.7)||342785522 46116441 497498549#1 ||256902829 497498546#1 
5263790014||priority||(3607.3, 7160.48)||396444294#5 ||257644120 396444294#6 
2631319579||priority||(3641.3, 7272.02)||257644120 483704512#5 ||483704512#6 
5263790015||priority||(3624.59, 7151.1)||259744859 396444294#6 ||396444294#7 
2671667950||dead_end||(2999.05, 6986.16)||261569305 277945793 ||
2671667955||priority||(3067.65, 7126.33)||5669643#0 ||261569307 5669643#1 
2671667953||dead_end||(3064.26, 7119.92)||261569307 277945791 ||
2823833470||dead_end||(3055.69, 7124.33)||||261569309 277945782 
2671667954||dead_end||(3053.69, 7125.47)||261569309 ||277945781 
2823299588||dead_end||(2925.86, 6660.46)||261569316 277885767 ||
42424258||priority||(3028.54, 4432.01)||5669279#1 ||263563003 46116442 
42424334||priority||(2925.09, 4372.63)||263563003 ||421832647 465255350 
cluster_427845226_427845234||traffic_light||(3678.14, 7965.4)||36806901 446193620 ||273019805#2 36806896 
cluster_42446668_5165666198||traffic_light||(3592.04, 8016.09)||273019805#2 396444295#4 532308033#3 ||460585329#0 589494595#1 
42455735||traffic_light||(3670.85, 8162.11)||496986803#1 542255948#5 ||273019814#1 496986803#2 
cluster_3270031029_5165632724||priority||(3515.15, 8246.21)||273019814#2 320480539 ||273019814#4 532302788 
427850895||priority||(4017.08, 8419.49)||273895450#0 ||273895450#1 36807166 
cluster_2351532388_42444991||traffic_light||(4102.1, 8374.23)||273895450#1 475123131#23 525729010#0 ||475123131#25 505317789#0 525729010#1 
2821264375||dead_end||(2978.94, 3353.03)||277644851#0 ||277644851#1 496162988 
4878838762||dead_end||(2952.42, 3335.73)||277644851#1 496162981#2 ||496162981#3 
3942249542||dead_end||(3197.91, 3510.95)||277653390 ||391062194 391063754 
2823299583||dead_end||(2907.8, 6610.37)||277945777#1 ||277885758#0 277945777#2 
2823300821||dead_end||(2899.39, 6565.34)||277885758#0 277885773#4 ||277885758#1 277885773#1 
2823299582||dead_end||(2896.44, 6557.34)||277885758#1 277945777#3 ||277945774#1 277945775#1 
2823299564||dead_end||(2886.34, 6439.37)||277885764 277885771#3 ||277885759 277885771#1 
2823299565||dead_end||(2886.05, 6430.52)||277885759 ||277885760 
2823299566||dead_end||(2885.84, 6425.1)||277885760 ||277885761 
2823299567||dead_end||(2885.42, 6417.65)||277885761 ||277885762 
2823299568||dead_end||(2885.04, 6407.4)||277885762 ||277885763 
2823299569||dead_end||(2881.53, 6441.77)||280480585#2 ||277885764 280480585#3 
2823833443||dead_end||(2978.13, 6821.77)||350563861#20 ||277885765 277951750#1 
2823300836||dead_end||(2917.42, 6690.4)||277885765 277885776#0 ||277885776#1 
4634753632||dead_end||(2891.15, 6504.3)||277945774#2 277945775#2 ||277885766 
2823300805||dead_end||(2886.19, 6475.71)||277885766 277885772#1 ||277885772#0 280480585#1 
2823299587||dead_end||(2913.3, 6665.94)||||277885767 277885768 
2823299589||dead_end||(2914.74, 6674.93)||277885768 ||277885769 
2823299590||dead_end||(2916.84, 6687.12)||277885769 ||277885776#0 
1042457810||priority||(2898.76, 6400.51)||277885770 46610721#0 ||46610721#1 
2921544667||dead_end||(2878.24, 6439.82)||277885771#1 280480585#3 ||277885771#2 280480585#4 
2921544680||dead_end||(2882.02, 6452.07)||277885771#2 280480585#1 ||277885771#3 280480585#2 
2823300808||dead_end||(2886.74, 6471.93)||277885772#0 ||277885772#1 
2823300822||dead_end||(2894.22, 6570.15)||277885773#1 277945777#2 ||277885773#2 277945777#3 
2823300817||dead_end||(2894.84, 6547.88)||277885773#2 277945775#1 ||277885773#3 277945775#2 
2823300820||dead_end||(2903.58, 6543.72)||277885773#3 277945774#1 ||277885773#4 277945774#2 
2823300823||dead_end||(2909.25, 6620.65)||277885774#2 277885775#2 ||277885774#0 277945777#1 
2845937087||dead_end||(2908.04, 6671.08)||277885774#0 277885775#0 ||277885774#1 277885775#1 
2845937086||dead_end||(2920.25, 6665.53)||277885774#1 277951749#1 ||277885774#2 277951749#2 
2823300832||dead_end||(2904.98, 6672.09)||||277885775#0 
2823300833||dead_end||(2920.03, 6663.76)||277885775#1 277951749#2 ||277885775#2 
371247825||dead_end||(2919.54, 6689.83)||277885776#1 277951750#1 ||277951749#1 
5851983199||dead_end||(3247.02, 8271.8)||277945778 305761607#0 ||305761607#1 
2823833438||dead_end||(2977.05, 6835.01)||277945779#1 ||277945779#0 
2923130045||dead_end||(2961.54, 6783.34)||277945779#0 ||277945779#1 
2823833464||dead_end||(2989.51, 6878.08)||277945780#5 350563861#16 ||277945780#1 350563861#19 
2823833496||dead_end||(2983.8, 6902.57)||277945780#1 277945794#3 350563861#15 ||277945780#4 277945794#1 350563861#16 
2840192825||dead_end||(2988.78, 6904.71)||277945780#4 277945794#1 ||277945780#5 277945794#2 
2823833471||dead_end||(3051.7, 7126.55)||277945781 350563861#12 ||350563861#13 
2823833473||dead_end||(3063.69, 7121.68)||277945782 ||277945783 
2823833474||dead_end||(3059.06, 7123.98)||277945783 ||277945784 
2823833475||dead_end||(3058.44, 7122.91)||277945784 ||277945790 
2823833476||dead_end||(2989.89, 6988.14)||||277945785 277945787 
2823833477||dead_end||(2991.15, 6990.09)||277945785 ||277945786 
2823833479||dead_end||(2998.34, 6987.78)||277945786 ||277945788 
2823833481||dead_end||(2987.5, 6988.41)||277945787 350563861#13 ||350563861#14 
2823833482||dead_end||(2993.37, 6990.2)||277945788 ||277945789 
2823833483||dead_end||(2992.85, 6989.23)||277945789 ||277945792 
2823833489||dead_end||(3063.07, 7120.53)||277945790 ||277945791 
2823833490||dead_end||(2997.9, 6986.73)||277945792 ||277945793 
2823833518||dead_end||(2982.34, 6977.65)||277945794#2 350563861#14 ||277945794#3 350563861#15 
2823833520||dead_end||(3141.98, 7300.24)||||277945795#0 
2823833529||dead_end||(3134.67, 7286.23)||277945795#0 277945796#3 ||277945795#1 277945796#1 
2823833532||dead_end||(3130.0, 7269.92)||277945795#1 350563861#10 ||350563861#11 
2823833523||dead_end||(3123.2, 7258.95)||277945796#1 350563861#11 ||277945796#2 350563861#12 
2823833535||dead_end||(3140.18, 7283.12)||277945796#2 350563861#9 ||277945796#3 350563861#10 
2823833537||dead_end||(3172.93, 7351.76)||||277945797#0 277945798#0 
2845975410||dead_end||(3170.88, 7347.97)||277945797#0 279829745#3 ||277945797#1 279829745#4 
2845975411||dead_end||(3173.85, 7353.58)||277945798#0 279829745#4 ||277945798#1 279829745#1 
2823833539||dead_end||(3175.66, 7357.15)||277945798#1 ||277945799 
2823833540||dead_end||(3178.45, 7362.5)||277945799 ||277945800 
2823833541||dead_end||(3181.69, 7368.64)||277945800 ||277945801 
2823833543||dead_end||(3186.48, 7368.34)||277945801 350563861#6 ||350563861#7 
2823833551||dead_end||(3296.15, 7577.63)||||277945802 
2823833552||dead_end||(3296.76, 7586.14)||277945802 558490192#6 ||558490192#7 
2823833566||dead_end||(3350.11, 7689.03)||||277945803 277945804 
2823833573||dead_end||(3350.89, 7690.49)||277945803 ||277945805 
2823833569||dead_end||(3351.09, 7686.85)||277945804 558490192#5 ||558490192#6 
2823833574||dead_end||(3350.99, 7693.02)||277945805 ||277945806 
2823833575||dead_end||(3347.33, 7695.08)||277945806 ||277945808 
2823833576||dead_end||(3346.61, 7693.73)||277945808 ||277945807 
2823833577||dead_end||(3350.17, 7691.72)||277945807 ||277945809 
2823833578||priority||(3352.9, 7694.8)||277945809 5670719#2 ||5670719#3 
2823833582||dead_end||(3397.22, 7832.37)||277945811 ||277945810#0 
2823833580||dead_end||(3397.69, 7830.9)||277945810#0 ||277945810#1 277945813 
2823833581||dead_end||(3393.69, 7829.97)||277945810#1 558490192#4 ||558490192#5 
2823833583||dead_end||(3395.89, 7836.64)||277945812 ||277945811 
2823833592||dead_end||(3379.35, 7861.38)||277945815#2 558490192#2 ||277945815#1 558490192#3 
2823833591||dead_end||(3381.78, 7856.08)||277945815#1 558490192#3 ||277945815#2 558490192#4 
2823833599||dead_end||(3282.88, 7560.07)||558490192#8 ||277945817 558490192#9 
3563148495||dead_end||(3279.71, 7554.14)||277945817 558490192#9 ||350563861#1 
2823833601||dead_end||(3277.85, 7542.77)||||277945818 
2823833602||dead_end||(3273.13, 7541.78)||277945818 350563861#1 ||350563861#2 
2840192833||dead_end||(3176.7, 7353.35)||279829745#1 350563861#7 ||279829745#2 350563861#8 
2840192832||dead_end||(3174.26, 7346.08)||279829745#2 350563861#8 ||279829745#3 350563861#9 
4876543174||dead_end||(2498.44, 2659.37)||495935030#1 ||280245893 495935030#2 
5875541578||dead_end||(2886.43, 6396.78)||280480585#4 ||
4885937750||dead_end||(3409.94, 3408.35)||281853233#1 410308025 ||281853233#2 
3567501518||dead_end||(3438.87, 3391.4)||281853233#2 ||
2709389497||dead_end||(5367.38, 6983.27)||287281108#3 380817545#4 ||287281108#1 380817545#5 
2709389504||dead_end||(5363.02, 6985.63)||287281108#1 380817545#5 ||287281108#2 380817545#0 
3841254264||dead_end||(5361.04, 6981.97)||287281108#2 380817542 ||287281108#3 
2923015844||dead_end||(2695.7, 6258.83)||288742498 ||
3004844986||priority||(3770.03, 7738.07)||464515259#5 ||296677061 464515259#6 
247798299||dead_end||(4555.86, 6736.61)||297995645 297995662#4 ||297995662#5 
247798296||dead_end||(4552.26, 6781.38)||297995648#0 297995662#3 ||297995648#1 297995662#4 
3019039005||dead_end||(4545.33, 6783.25)||297995648#1 297995672#14 ||297995648#2 297995672#15 
4276517117||dead_end||(4541.84, 6783.33)||297995648#2 428568013#2 ||297995648#3 428568020#1 
3588566113||dead_end||(4537.44, 6782.72)||297995648#3 297995672#2 530038714#2 ||297995672#3 
247798315||dead_end||(4651.47, 6733.7)||297995650#0 297995662#0 ||297995650#1 297995662#1 
4276517103||dead_end||(4658.74, 6726.41)||297995650#1 428567977#2 ||297995650#2 428567977#3 
247798339||dead_end||(4657.37, 6782.19)||297995652#0 297995662#1 ||297995652#1 297995662#2 
4276517102||dead_end||(4692.64, 6787.12)||297995652#1 428567977#3 428568018 ||428567981 428567986 
247798321||dead_end||(4588.67, 6817.97)||297995655#0 297995662#2 ||297995655#1 297995662#3 
4276517121||dead_end||(4576.22, 6849.61)||297995655#1 428567982 428567986 ||428568003 428568010 
3019038950||dead_end||(4542.91, 6725.43)||||297995660#0 
247798313||dead_end||(4615.75, 6708.75)||297995669#8 ||297995662#0 48526564 
247798310||dead_end||(4604.4, 6662.08)||297995664#0 297995669#6 ||297995664#1 297995669#7 
4276517110||dead_end||(4619.03, 6655.32)||297995664#1 428567977#1 ||297995664#2 428567977#2 
42436575||traffic_light||(4629.25, 6649.93)||297995664#2 5671393#1 ||5670466 5671393#2 
3019038979||dead_end||(4525.77, 6645.41)||297995670#3 297995672#10 297995674#8 297995676#9 ||297995667#0 297995669#0 297995672#11 297995674#9 297995676#10 
4332760547||dead_end||(4534.41, 6654.78)||297995667#0 297995674#9 297995676#8 ||297995667#1 297995674#10 297995676#9 
274681098||dead_end||(4535.3, 6655.74)||297995667#1 297995674#10 297995676#7 ||297995667#2 297995674#11 297995676#8 
4332760548||dead_end||(4542.78, 6659.78)||297995667#2 297995674#11 297995676#6 ||297995667#3 297995674#12 297995676#7 
3019038978||dead_end||(4528.16, 6643.21)||297995669#0 297995672#9 297995674#4 ||297995669#1 297995672#10 297995674#8 
247798308||dead_end||(4575.94, 6625.44)||297995669#1 297995674#3 ||297995669#5 297995671 297995674#4 
3019038998||dead_end||(4578.9, 6628.23)||297995669#5 297995674#0 ||297995669#6 297995674#3 297996282#0 
3019038984||dead_end||(4523.83, 6651.33)||297995670#2 297995672#11 297995676#10 ||297995670#3 297995672#12 297995676#11 
4276517101||dead_end||(4586.35, 6596.78)||297995671 428567977#0 ||428567977#1 
4276517111||dead_end||(4547.63, 6796.03)||297995672#15 428568020#2 ||297995672#1 428567982 
4276517108||dead_end||(4542.96, 6794.84)||297995672#1 428567988#1 ||297995672#2 428568008 
3019039004||dead_end||(4516.99, 6693.21)||297995672#13 297995675#3 ||297995672#14 
4834832813||dead_end||(4513.44, 6727.05)||297995672#3 428567976#4 ||297995672#4 530038749 
3857400395||dead_end||(4507.87, 6675.79)||297995672#4 428567980#2 ||297995672#5 428567980#3 
3857368435||dead_end||(4500.3, 6640.74)||297995672#5 385106583#2 ||297995672#6 385106583#3 
3857400400||dead_end||(4503.53, 6634.42)||297995672#6 385106581#0 ||297995672#7 385106581#1 
4276517118||dead_end||(4583.99, 6592.55)||297995672#7 428567978#1 ||297995672#8 428567978#2 
4276517125||dead_end||(4584.77, 6593.97)||297995672#8 428567978#2 428569357 ||297995672#9 428567977#0 428568015#0 
3019038997||dead_end||(4573.82, 6641.43)||297995674#27 297996282#0 ||297995674#0 
3019038999||dead_end||(4571.59, 6650.93)||297995674#23 ||297995674#27 297996283#0 
4158751332||priority||(4303.17, 2290.26)||298734352 ||432550255 
3060682047||dead_end||(5884.48, 8163.99)||||301902692 
5851969009||dead_end||(3481.77, 7795.83)||||304580881 
3091412470||dead_end||(3375.14, 7879.69)||304580881 304580974 ||
3091412107||dead_end||(3361.26, 7886.85)||558490192#1 ||304580974 558490192#2 
3104245069||dead_end||(3228.44, 7949.11)||||305761606 575622907 
3104245071||dead_end||(3224.42, 7962.03)||305761606 305761607#1 ||558490192#1 
5851983202||dead_end||(3264.31, 8256.95)||||305761607#0 
3111984531||dead_end||(5570.65, 6283.51)||||306329162 
3117099347||dead_end||(4488.92, 3713.41)||306736009#1 ||306736009#0 
3117099350||dead_end||(4533.31, 3703.48)||306736009#0 ||306736009#1 
5159452341||dead_end||(4230.94, 4263.38)||531510159#0 ||307027679 531510159#1 
5159452351||dead_end||(4254.77, 4254.22)||307027679 531510159#1 ||531510159#2 
5159452346||dead_end||(4238.69, 4216.38)||531510157#0 ||307027680#0 531510157#1 
4539951619||dead_end||(4214.45, 4208.27)||307027680#0 531510274#1 ||307027680#1 
3120728297||dead_end||(4214.69, 4220.04)||307027680#1 ||457937097 
3134708368||dead_end||(4029.25, 2399.67)||308179975 ||
4379966363||priority||(2839.74, 6839.66)||308322431#1 495520686#1 ||308322431#2 495520686#2 
588455736||priority||(3967.2, 3760.92)||43203195#1 511905952#1 ||309148657 
541467351||dead_end||(4764.53, 2008.38)||309148657 ||
3146796133||dead_end||(3262.05, 7508.29)||||309346177 
2823833548||dead_end||(3255.35, 7496.12)||309346177 350563861#5 ||350563861#6 
3146796134||dead_end||(3264.35, 7525.32)||350563861#2 ||309346178 350563861#3 
3146796135||dead_end||(3267.48, 7518.68)||309346178 ||
3146796136||dead_end||(3258.93, 7510.89)||350563861#3 ||309346179 350563861#4 
3146796137||dead_end||(3257.35, 7513.32)||309346179 ||
3146796138||dead_end||(3255.66, 7497.38)||350563861#4 ||309346180 350563861#5 
3146796139||dead_end||(3249.05, 7493.79)||309346180 ||
3174844140||priority||(4267.42, 2239.17)||46121846#0 598435627 ||311764602 46121846#1 
42519202||dead_end||(4358.55, 2148.41)||311764602 ||
3196459728||dead_end||(2627.72, 4825.04)||313639524#0 ||313639524#1 313639538#0 
3196459700||dead_end||(2612.74, 4840.68)||313639525 ||313639527 
3196459701||dead_end||(2614.42, 4840.54)||313639527 ||313639526 
3196459708||dead_end||(2608.9, 4823.4)||313639530 313639533#3 ||313639533#0 
3196459709||dead_end||(2607.26, 4811.17)||313639531 313639533#1 ||313639533#2 
3196459711||dead_end||(2608.1, 4817.5)||313639532 313639533#0 ||313639533#1 
3196459724||dead_end||(2623.9, 4815.32)||313639533#2 ||313639533#3 313639539 
3196459730||dead_end||(2626.57, 4815.04)||313639538#0 313639539 ||313639538#1 
3196459772||dead_end||(2606.5, 4719.97)||||313639547#0 
3196459777||dead_end||(2601.69, 4675.4)||313639547#1 313639549#0 ||313639547#2 313639549#1 
3196459781||dead_end||(2596.18, 4639.83)||313639547#2 313639550#0 ||313639547#3 313639550#1 
3196459782||dead_end||(2591.39, 4626.89)||313639547#3 313639551#0 ||313639547#4 313639551#1 
3196459783||dead_end||(2588.03, 4617.1)||313639547#4 313639552#0 ||313639547#5 313639552#1 
3196459786||dead_end||(2580.44, 4573.95)||313639547#5 313639553#0 ||313639547#6 313639553#1 
3196459843||dead_end||(2582.64, 4549.15)||313639547#7 313639557#0 ||313639547#8 313639557#1 
3196459840||dead_end||(2577.23, 4523.54)||313639547#8 313639556#0 ||313639547#9 313639556#1 
3196459792||dead_end||(2573.82, 4517.27)||313639547#9 313639559#0 ||313639559#1 
3196459796||dead_end||(2596.46, 4679.68)||||313639549#0 
3196459797||dead_end||(2604.72, 4672.45)||313639549#1 ||
3196459798||dead_end||(2593.2, 4642.45)||||313639550#0 
3196459799||dead_end||(2598.71, 4637.63)||313639550#1 ||
3196459801||dead_end||(2597.55, 4621.19)||313639551#1 ||
3196459802||dead_end||(2585.7, 4618.88)||||313639552#0 
3196459803||dead_end||(2592.02, 4614.06)||313639552#1 ||
3196459804||dead_end||(2576.9, 4576.97)||||313639553#0 
3196459805||dead_end||(2584.61, 4570.4)||313639553#1 ||
3196459839||dead_end||(2573.14, 4526.92)||||313639556#0 
3196459841||dead_end||(2581.21, 4519.84)||313639556#1 ||
3196459842||dead_end||(2578.05, 4553.42)||||313639557#0 
3196459844||dead_end||(2587.14, 4544.93)||313639557#1 ||
3196459867||dead_end||(2563.5, 4507.1)||313639560#4 ||313639560#1 313639563 
3196459869||dead_end||(2562.71, 4501.72)||313639560#1 ||313639560#2 313639565 
3196459868||dead_end||(2561.81, 4495.53)||313639560#2 ||313639560#3 313639564 
3196459872||dead_end||(2581.67, 4498.87)||313639560#3 ||313639560#4 313639567 
3196459873||dead_end||(2583.17, 4498.65)||313639566#0 313639567 ||313639566#1 
3196459924||dead_end||(2529.99, 4396.32)||||313639573 313639575 
3196459925||dead_end||(2519.12, 4397.88)||313639573 ||
3196459936||dead_end||(2491.25, 4351.34)||313639574#1 ||313639574#2 313639579 
3196459937||dead_end||(2502.4, 4349.79)||313639579 ||
42448951||priority||(4274.48, 3236.84)||5671649#0 ||315153881#0 5671649#1 
3212472605||priority||(4293.57, 3239.07)||315153881#1 420890080#1 ||5671647#1 
5854381572||dead_end||(4391.25, 4157.38)||619523370#2 ||315153883#0 619523350 
3212472654||priority||(4397.35, 4154.94)||315153883#0 46139048#0 ||315153883#1 46139048#1 
3212472844||priority||(4404.19, 4152.2)||315153883#1 568305336#0 ||315153883#2 568305336#1 
3212472653||dead_end||(4408.47, 4150.47)||315153883#2 533820521#2 ||315153883#3 
3212472815||priority||(4412.9, 4148.7)||315153883#3 569451556#8 ||315153883#4 569451556#9 
3212472655||priority||(4419.9, 4145.89)||315153883#4 524394634#4 ||315153883#5 524394634#5 
5854381560||dead_end||(4426.49, 4143.25)||315153883#5 619523355#2 ||619523372 
5863635863||dead_end||(4239.7, 3505.15)||315174038#0 620646466#3 ||315174038#1 620646466#4 
3212677245||dead_end||(4241.84, 3505.42)||315174038#1 620646465#0 ||315174038#2 620646465#1 
5863635880||dead_end||(4244.31, 3505.73)||315174038#2 620646466#1 ||315174038#3 620646466#2 
5863635869||dead_end||(4240.21, 3490.33)||315174039#0 620646464#3 ||315174039#1 620646464#0 
3212677250||dead_end||(4243.6, 3490.71)||315174039#1 564820324#3 ||315174039#2 564820324#4 
5863635878||dead_end||(4247.48, 3491.15)||315174039#2 620646464#1 ||315174039#3 620646464#2 
cluster_3212698628_42432105_4300912709||traffic_light||(4390.16, 4060.93)||315174427#4 430820837#0 524394634#1 ||315174425#1 315174427#5 430820837#1 524394634#3 
42432103||right_before_left||(4429.61, 4048.26)||315174425#1 5672899#5 ||315174425#2 5672899#6 
42432102||right_before_left||(4493.59, 4023.54)||315174425#2 446864091#1 ||315174425#3 446864091#2 
4300912708||dead_end||(4362.34, 4082.67)||619523350 ||315174426#0 430820839#0 
3212698619||priority||(4369.46, 4079.99)||315174426#0 46139048#1 ||315174426#1 46139048#2 
3212698620||priority||(4375.12, 4077.86)||315174426#1 568305336#1 ||315174426#2 568305336#2 
3212698621||dead_end||(4379.97, 4076.04)||315174426#2 533820521#1 ||315174426#3 533820521#2 
3212698622||priority||(4383.92, 4074.55)||315174426#3 569451556#7 ||315174426#4 569451556#8 
3212698623||priority||(4391.34, 4071.75)||315174426#4 524394634#3 ||315174426#5 524394634#4 
4300912710||dead_end||(4398.62, 4069.01)||315174426#5 619523372 ||430820837#0 
4300912707||dead_end||(4356.83, 4069.07)||430820839#1 619523363 ||315174427#0 
3212698625||priority||(4369.98, 4063.98)||315174427#1 568305336#2 ||315174427#2 568305336#3 
3212698626||dead_end||(4374.95, 4062.06)||315174427#2 533820521#0 ||315174427#3 533820521#1 
3212698627||priority||(4378.8, 4060.56)||315174427#3 569451556#6 ||315174427#4 569451556#7 
4300912706||dead_end||(4393.35, 4054.93)||315174427#5 430820837#1 ||619523375 
2043274390||dead_end||(0.0, 9908.99)||||316621098 
2139734374||priority||(3547.12, 7945.98)||316621098 ||571475066#0 571475124#0 
3234449530||dead_end||(4816.57, 3725.82)||317204177#2 ||317204177#1 317204183#0 
3234449541||dead_end||(4826.12, 3732.55)||317204177#1 ||317204177#2 317204181#0 
3234449580||dead_end||(4810.49, 3760.2)||317204184#0 ||317204178 317204184#1 
3234449574||dead_end||(4817.48, 3751.0)||317204178 317204180#0 ||317204180#1 
3234449556||dead_end||(4858.11, 3739.12)||317204181#1 ||317204179 317204181#2 
5804835277||dead_end||(4861.2, 3746.93)||317204179 613508238#1 ||613508234#0 613508238#2 
3234449560||dead_end||(4836.27, 3740.65)||317204181#0 ||317204180#0 317204181#1 
3234449569||dead_end||(4808.38, 3747.17)||317204180#1 ||317204180#2 317204184#0 
3234449538||dead_end||(4799.47, 3730.9)||317204180#2 317204183#1 ||317204183#2 
3234449507||dead_end||(4816.93, 3708.35)||317204181#2 317204182#0 ||317204182#1 
3234449516||dead_end||(4808.1, 3719.75)||317204183#0 ||317204182#0 317204183#1 
3234449505||dead_end||(4805.37, 3699.43)||317204182#1 ||
3234087907||dead_end||(4787.95, 3722.03)||317204183#2 ||
5804835268||dead_end||(4813.45, 3765.29)||317204184#1 613508238#0 ||613508238#1 
3234481786||dead_end||(4829.89, 3841.7)||317208075#1 ||317208070 317208075#2 
42432093||priority||(4847.31, 3887.28)||317208070 39662324#0 ||39662324#1 
3234481783||dead_end||(4926.04, 3804.91)||317208075#4 ||317208071 317208075#5 
3234481788||priority||(4943.8, 3850.32)||317208071 39662324#2 ||39662324#3 
3234481787||dead_end||(4820.08, 3845.46)||317208075#0 ||317208072 317208075#1 
5804835267||dead_end||(4801.54, 3797.63)||317208072 613508233#3 ||613508233#4 
42432091||right_before_left||(4913.03, 3862.1)||39662324#1 40174797 ||317208073#0 39662324#2 
3234481785||dead_end||(4891.4, 3818.17)||317208073#0 317208075#2 ||317208073#1 317208075#3 
5804835271||dead_end||(4873.45, 3769.89)||317208073#1 613508233#1 ||613508233#2 
3234481784||dead_end||(4916.23, 3808.66)||317208075#3 ||317208074 317208075#4 
5804835286||dead_end||(4898.01, 3760.41)||317208074 613508233#0 ||613508233#1 
3234481789||priority||(4753.45, 3870.82)||347311224#1 ||317208075#0 347311224#2 
3234481782||priority||(4963.67, 3790.58)||317208075#5 5669639#1 ||5669639#2 
5173625921||dead_end||(5537.69, 3622.11)||533242569#1 ||317236715 533242569#2 
5173625922||dead_end||(5518.49, 3578.64)||317236715 533242569#0 ||533242569#1 
3234801461||dead_end||(5415.0, 3589.52)||317236719#0 ||317236716 317236719#1 
3234801474||dead_end||(5429.21, 3616.98)||317236716 317236718#1 ||317236718#2 
3234801485||dead_end||(5453.97, 3643.28)||||317236717 
3234801469||dead_end||(5444.01, 3611.16)||317236717 317236718#2 ||317236718#3 
3234801487||dead_end||(5419.18, 3656.84)||||317236718#0 
3234801482||dead_end||(5409.93, 3625.63)||317236718#0 317236719#1 ||317236718#1 
3234798949||dead_end||(5429.13, 3571.51)||317236718#3 ||317236718#4 317236719#0 
5173624712||dead_end||(5425.89, 3563.37)||317236718#4 533242572#0 ||533242572#1 
5377706597||dead_end||(5473.37, 3461.85)||557625469 ||317242952 613493192#1 
5377706595||dead_end||(5474.52, 3520.39)||317242952 557625468#0 ||557625468#1 
1659929469||dead_end||(5332.12, 3507.45)||613493208#0 ||317242953 613493208#1 
3234883663||dead_end||(5324.56, 3506.72)||317242953 ||
3234883692||dead_end||(5399.3, 3530.32)||317242956#5 ||317242954 317242956#6 
5377706594||dead_end||(5402.53, 3547.87)||317242954 557625468#1 ||557625468#2 
3234883662||dead_end||(5411.36, 3506.08)||317242956#6 ||317242955 317242956#1 
3234883650||dead_end||(5389.63, 3493.87)||317242955 317242956#4 ||317242956#5 
