0,1,2,3,4,5,6,7,8
step,street_name,co,co2,noise,num_veh,ped,hc_emission,nox_emission
5,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
10,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
15,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
20,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
25,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
30,West 57th Street,0.0,0.0,61.52654210860996,1,(),0.0,0.0
35,West 57th Street,0.0,0.0,57.159098634824936,1,(),0.0,0.0
40,West 57th Street,0.0,0.0,57.516782778959126,1,(),0.0,0.0
45,West 57th Street,0.0,0.0,55.80640645606779,1,(),0.0,0.0
50,West 57th Street,120.41896149556831,7935.611048128693,69.59964376553204,2,(),0.7386072609839798,3.3863008114605777
55,West 57th Street,116.5763789312284,5424.936940467718,66.90110944795224,2,(),0.6588839434456931,2.330636098830264
60,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
65,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
70,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
75,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
80,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
85,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
90,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
95,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
100,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
105,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
110,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
115,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
120,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
125,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
130,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
135,West 57th Street,153.89612253970253,8572.630138841763,71.22365560717897,1,(),0.9067612005016139,3.748214168725493
140,West 57th Street,10.267152129630608,2835.2010151546247,64.78814768445007,2,(),0.11035682567264424,0.9615007837086378
145,West 57th Street,135.3553990180722,4983.026883205433,67.44023215175636,1,(),0.7340202066401812,2.1808957947337397
150,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
155,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
160,West 57th Street,0.0,0.0,57.539438733891984,1,(),0.0,0.0
165,West 57th Street,0.0,0.0,57.33048280817997,1,(),0.0,0.0
170,West 57th Street,0.0,0.0,47.6857095839783,1,(),0.0,0.0
175,West 57th Street,0.0,0.0,55.939391516454364,1,(),0.0,0.0
180,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
185,West 57th Street,0.0,0.0,58.99120202167105,1,(),0.0,0.0
190,West 57th Street,0.0,0.0,56.691962514091834,1,(),0.0,0.0
195,West 57th Street,0.0,0.0,58.40987940710416,1,(),0.0,0.0
200,West 57th Street,0.0,0.0,55.47126675976811,1,(),0.0,0.0
205,West 57th Street,0.0,0.0,55.93733211038604,1,(),0.0,0.0
210,West 57th Street,0.0,0.0,55.94029853013065,1,(),0.0,0.0
215,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
220,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped267',)",0.0,0.0
225,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped267',)",0.0,0.0
230,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped267',)",0.0,0.0
235,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped267',)",0.0,0.0
240,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped267',)",0.0,0.0
245,West 57th Street,98.24279740071654,4771.70998760257,65.23239212201389,1,"('ped267',)",0.5590841935832499,2.0112243462224733
250,West 57th Street,94.92587217420754,5631.764397543704,66.50935320155092,1,"('ped369', 'ped267')",0.5651431483706709,2.3647750034106796
255,West 57th Street,55.723328323192916,5414.054845736496,67.00584081315648,1,"('ped369', 'ped267')",0.38170573490663634,2.1483658678739954
260,West 57th Street,0.0,0.0,55.240784933721145,1,"('ped369', 'ped267')",0.0,0.0
265,West 57th Street,164.7777777777778,2624.722222222222,55.94029853013065,1,"('ped369', 'ped267')",0.8119444444444445,1.2044444444444444
270,West 57th Street,311.20545510215436,7725.23203273718,69.05461693128113,2,"('ped369',)",1.5995349855144108,3.4576323905375896
275,West 57th Street,63.28536277923318,5276.340948065592,66.3901581677633,1,"('ped369',)",0.4123918519602829,2.1232716565158585
280,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped369',)",0.0,0.0
285,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped369',)",0.0,0.0
290,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped369',)",0.0,0.0
295,West 57th Street,0.0,0.0,4.771212547196624,0,"('ped369',)",0.0,0.0
300,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
305,West 57th Street,0.0,0.0,59.33099154618596,1,(),0.0,0.0
310,West 57th Street,0.0,0.0,58.59394231012132,1,(),0.0,0.0
315,West 57th Street,29.110067342962047,20389.23752856248,74.61289143365349,2,(),0.0,178.3041475442945
320,West 57th Street,178.6258909539148,32800.43311266384,77.60366895876304,2,(),8.289967819132787,200.16769050601678
325,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
330,West 57th Street,0.0,0.0,4.771212547196624,0,(),0.0,0.0
